0,1,0,0,0,7.45,0,0,1.0,0.46,0,1,0,0,1,0,377.4,0,0,0
0,1,0,0,0,0.86,0,0,0,0.5,0.14,0,0,0,1,0,206.96666666666667,0,0,0
0,1,0,0,0,6.99,1,0,0.5,0.67,0.38,1,0,0,1,0,377.46666666666664,0,0,0
0,0,0,0,0,1.77,1,0,0.0,0.06,0.67,0,0,0,1,0,267.8333333333333,0,0,0
0,1,0,0,0,1.79,1,0,0.96,0.57,0.86,0,0,0,1,0,340.93333333333334,0,0,0
0,0,0,0,0,3.57,0,0,0.0,1.0,0,1,0,0,1,0,365.23333333333335,0,0,0
0,0,0,0,0,0.79,0,0,1.0,0.0,0.28,1,0,0,0,0,267.8666666666667,0,0,0
0,1,0,0,0,0.24,1,0,0.99,0.06,0.75,0,0,0,1,0,280.0,0,0,0
0,0,0,0,0,2.92,1,0,0,0,0.92,0,0,0,3,0,382.76666666666665,0,0,0
0,0,0,0,0,0.73,1,0,1.0,0.83,1.0,0,0,0,1,0,328.7,0,0,0
0,1,0,0,0,6.16,1,0,0,0.7,1.0,0,0,0,1,0,280.0,0,0,0
0,1,1,0,0,1.06,1,0,1.0,0.69,0.96,1,0,0,1,0,206.96666666666667,0,0,0
0,1,0,0,0,0.95,0,0,1.0,0.28,0.94,1,0,0,1,0,231.33333333333334,0,0,0
0,0,1,0,0,0.6,1,0,1.0,0.35,1.0,1,0,0,0,0,292.1666666666667,0,0,0
0,1,1,0,0,0.32,1,0,1.0,1.0,1.0,0,0,0,5,0,255.66666666666666,1,0,0
0,1,0,0,0,0.48,1,0,0.33,0.04,0.76,0,0,0,0,0,292.43333333333334,0,0,0
0,0,0,0,0,3.18,0,0,0,0,0.52,0,0,0,1,0,182.63333333333333,0,0,0
0,0,0,0,0,0.21,1,0,0.5,0.91,0.2,0,0,0,0,0,292.1666666666667,0,0,0
0,0,0,0,0,0.48,0,0,0.55,0.02,0.31,0,0,0,0,0,292.3,0,0,0
0,0,0,0,0,0.93,1,0,1.0,0.02,1.0,0,0,0,1,0,280.03333333333336,0,0,0
0,1,0,0,0,2.03,1,0,1.0,0.24,0.49,1,0,0,1,0,206.96666666666667,0,0,0
0,0,0,0,0,2.77,1,0,1.0,0.28,0.88,0,0,0,2,0,170.43333333333334,0,0,0
0,1,0,0,0,0.82,1,0,1.0,1.0,1.0,1,0,0,1,0,316.6,0,0,0
0,0,1,0,0,0.05,1,0,1.0,1.0,1.0,0,0,0,0,0,133.9,0,0,0
0,1,1,0,0,1.07,1,0,0.33,0.14,0.41,0,0,0,2,0,377.46666666666664,0,0,0
0,0,0,0,0,2.75,1,0,1.0,0.83,1.0,1,0,0,1,0,340.8666666666667,0,0,0
0,0,0,0,0,2.43,1,0,1.0,0.48,1.0,0,0,0,2,0,316.5,0,0,0
0,1,0,0,0,1.16,0,0,0.84,0.91,0.67,1,0,0,2,0,335.6,0,0,0
0,0,0,0,0,5.76,0,0,1.0,0,0.0,0,0,0,0,0,219.13333333333333,0,0,0
0,1,0,0,0,0.58,1,0,1.0,1.0,0.62,1,0,0,0,0,60.86666666666667,0,0,0
0,0,0,0,0,0.27,0,0,0.8,0.11,0.95,0,0,0,2,0,267.8666666666667,0,0,0
0,0,0,0,0,0.47,1,0,1.0,0.43,0.98,0,0,0,0,0,292.1666666666667,0,0,0
0,1,0,0,0,0.38,1,0,0,1.0,1.0,1,0,0,1,0,186.16666666666666,0,0,0
0,0,1,0,0,0.64,0,0,0.0,0.08,0.36,1,0,0,2,0,374.46666666666664,0,0,0
0,1,0,0,0,0.61,0,0,1.0,0.57,0,1,0,0,1,0,232.3,0,0,0
0,1,0,0,0,0.7,0,0,0,0,0,0,0,0,0,0,60.86666666666667,1,0,0
0,1,0,0,0,5.94,0,0,0.37,0.99,0.47,1,0,0,1,0,206.96666666666667,0,0,0
0,1,0,0,0,0.76,1,0,0,0,1.0,0,0,0,1,0,280.03333333333336,0,0,0
0,1,0,0,0,0.63,0,0,1.0,0.08,0.33,0,0,0,1,0,328.7,0,0,0
0,0,0,0,0,1.89,0,0,0.02,0.46,0.0,1,0,0,1,0,280.03333333333336,0,0,0
0,1,0,0,0,0.58,0,0,0,0,0,0,0,0,1,0,121.76666666666667,1,0,0
0,1,0,0,0,3.51,0,0,0,0,1.0,0,0,0,0,0,170.46666666666667,0,0,0
0,1,0,0,0,1.34,1,0,1.0,0.87,1.0,0,0,0,0,0,121.73333333333333,0,0,0
0,1,1,0,0,0.69,0,0,0.2,0.12,0.32,1,0,0,1,0,338.8666666666667,0,0,0
0,0,0,0,0,0.64,1,0,0,0.78,0.92,0,0,0,2,0,401.73333333333335,0,0,0
0,1,0,0,0,0.58,0,0,0,0,0,0,0,0,0,0,48.7,1,0,0
0,0,0,0,0,0.54,0,0,0,0,0,0,0,0,0,0,316.53333333333336,0,0,0
0,1,0,0,0,1,1,0,1.0,1.0,1.0,1,0,1,1,0,1,0,0,0
0,0,0,0,0,0.26,0,0,0,0,0,0,0,0,1,0,206.96666666666667,0,0,0
0,1,0,0,0,1.22,1,0,1.0,0.15,0.36,0,0,0,0,0,339.56666666666666,0,0,0
0,1,0,0,0,1.92,0,0,0.0,0.82,0.6,0,0,0,1,0,219.13333333333333,0,0,0
0,0,1,0,0,8.45,0,0,0.0,0.87,0.14,0,0,0,2,0,389.06666666666666,0,0,0
0,0,0,0,0,0.13,1,0,1.0,0.9,0.88,1,0,0,0,0,231.33333333333334,0,0,0
0,1,0,0,0,1.49,0,0,1.0,0.46,0.84,0,0,0,0,0,316.5,0,0,0
0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,1,0,328.7,0,0,0
0,1,0,0,0,0.38,1,0,0.0,0.35,0.04,1,0,0,0,0,109.56666666666666,0,0,0
0,0,0,0,0,5.38,1,0,1.0,0.94,0.88,0,0,0,1,0,267.8333333333333,0,0,0
0,1,0,0,0,6.79,0,0,0.34,0.27,0.26,1,0,0,0,0,255.66666666666666,0,0,0
0,0,0,0,0,0.72,1,0,1.0,0.44,0.78,0,0,0,1,0,310.76666666666665,0,0,0
0,0,1,0,0,0.59,1,0,1.0,0.14,0.67,1,0,0,0,0,219.16666666666666,0,0,0
